Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Ossama (M)	11	4	7	10	33
Ot (M)	2	6	16	36	81
Othman (M)	74	94	75	57	357
Otis (M)	9	12	24	27	97
Otman (M)	12	9	9	5	43
Otmar (M)	11	7	15	7	49
Otte (M)	8	4	8	18	45
Otto (M)	118	90	104	116	527
Ouail (M)	2	5	22	27	70
Oualid (M)	36	56	91	107	335
Ouassim (M)	17	23	52	110	250
Ouaïl (M)	0	0	11	25	49
Ouissam (M)	4	13	8	5	34
Ousama (M)	10	20	16	6	53
Oussama (M)	58	177	340	235	832
Owen (M)	52	62	206	617	1231
Ozan (M)	44	89	82	68	312
Oğulcan (M)	0	4	13	7	30
Oğuz (M)	26	52	41	16	148
Oğuzhan (M)	24	93	133	66	330
Pablo (M)	58	58	109	86	372
Paco (M)	25	40	45	41	173
Paddy (M)	4	7	12	6	36
Panagiotis (M)	19	8	3	5	38
Paolo (M)	25	31	41	24	131
Parsa (M)	0	4	2	18	31
Pascal (M)	1334	1168	778	614	4674
Paschalis (M)	10	8	6	4	32
Pasquale (M)	15	14	5	0	40
Patric (M)	16	3	0	4	30
Patrice (M)	8	12	2	1	27
Patricius (M)	55	25	13	5	112
Patrick (M)	4227	3673	2311	860	13043
Patriek (M)	14	9	5	0	33
Patrik (M)	11	15	12	6	53
Patrique (M)	6	15	10	3	37
Patryk (M)	5	7	8	12	41
Paul (M)	2699	1821	918	478	7375
Paulo (M)	31	31	26	24	147
Paulus (M)	713	424	223	118	1869
Pavan (M)	3	6	13	11	38
Pavel (M)	8	11	7	14	51
Pawan (M)	5	7	9	15	41
Payam (M)	11	6	4	3	28
Pedram (M)	6	8	7	5	30
Pedro (M)	68	81	57	46	304
Peer (M)	8	18	29	64	157
Pelle (M)	36	72	165	186	546
Pepe (M)	2	3	11	16	37
Pepijn (M)	224	386	800	1216	3256
Per (M)	16	30	31	64	178
Percy (M)	27	36	21	10	112
Perry (M)	165	214	185	109	731
Petar (M)	10	10	8	19	53
Peter (M)	3389	2096	1183	689	9198
Peter-Jan (M)	16	28	17	8	73
Peter-Paul (M)	30	12	7	2	68
Petros (M)	10	2	9	7	36
Petrus (M)	1728	1168	619	347	4782
Petter (M)	3	3	4	14	33
Pharrell (M)	0	0	0	18	30
Phil (M)	31	26	13	22	104
Philip (M)	383	348	375	347	1717
Philipp (M)	9	18	10	6	51
Philippe (M)	104	126	130	106	541
Philippus (M)	48	48	39	19	199
Phillip (M)	14	16	15	14	80
Pieke (M)	7	5	10	18	47
Pier (M)	41	29	31	27	148
Pierre (M)	75	76	81	45	329
Piet (M)	100	119	96	79	483
Pieter (M)	3274	2723	2302	1921	12311
Pieter-Bas (M)	9	12	14	9	56
Pieter-Jan (M)	32	31	19	12	100
Pietro (M)	5	10	7	4	28
Pijke (M)	2	3	6	8	27
Pim (M)	1395	1416	1563	1082	6004
Pinar (M)	14	9	2	0	27
Piotr (M)	15	16	10	8	69
Pip (M)	1	3	4	14	33
Piter (M)	14	16	22	15	71
Pjotr (M)	35	76	94	110	356
Pleun (M)	24	25	18	17	109
Pol (M)	11	17	22	29	92
Polat (M)	4	3	3	11	30
Polle (M)	6	4	14	12	43
Popke (M)	13	8	9	2	41
Prashant (M)	11	18	21	19	74
Preston (M)	2	7	9	9	35
Prince (M)	22	14	17	21	91
Prosper (M)	4	1	8	6	29
Puck (M)	16	35	40	45	164
Puk (M)	7	5	11	22	64
Pyke (M)	5	3	6	11	32
Qasim (M)	7	6	6	6	27
Quang (M)	14	19	13	10	60
Quenten (M)	0	6	10	13	39
Quentin (M)	20	40	110	169	425
Querijn (M)	4	3	11	13	40
Quido (M)	13	16	14	9	56
Quin (M)	2	11	26	70	144
Quincey (M)	4	5	8	6	31
Quincy (M)	130	440	410	316	1431
Quinn (M)	3	12	86	264	524
Quint (M)	39	109	160	203	650
Quinten (M)	134	295	827	1653	3650
Quintijn (M)	9	17	28	21	91
Quintin (M)	37	34	64	69	259
Quinton (M)	8	12	23	15	71
Quintus (M)	21	38	26	23	127
Quirijn (M)	43	44	48	64	241
Quirinus (M)	19	25	26	20	99
Quoc (M)	29	22	18	10	89
R (M)	2	14	10	1	29
Rabie (M)	12	7	14	6	44
Rachid (M)	605	352	150	65	1439
Radboud (M)	9	8	2	1	27
Radi (M)	10	6	6	9	37
Radouane (M)	15	6	1	0	27
Radwan (M)	5	4	8	7	27
Raemon (M)	0	2	2	18	27
Raf (M)	6	14	40	181	387
Rafael (M)	68	69	70	236	570
Rafaël (M)	79	104	95	217	577
Raff (M)	1	2	3	13	30
Rafi (M)	12	4	2	20	55
Rafik (M)	54	54	41	46	223
Rafiq (M)	3	6	9	14	38
Rahim (M)	8	14	10	9	51
Rahman (M)	14	26	12	15	78
Rahul (M)	7	11	17	28	66
Railey (M)	3	3	7	12	31
Raimon (M)	39	25	20	3	104
Raimond (M)	24	9	9	4	65
Rainer (M)	14	4	2	5	29
Rainier (M)	25	25	21	10	90
Raj (M)	2	7	8	12	37
Raja (M)	13	13	18	8	57
Rajeev (M)	19	17	15	16	79
Rajesh (M)	15	10	0	6	49
Rajiv (M)	81	46	42	17	200
Rajko (M)	10	10	7	1	34
Rakesh (M)	55	33	10	7	141
Ralf (M)	346	210	117	120	1019
Ralph (M)	728	417	322	336	2279
Raman (M)	7	6	10	12	41
Ramazan (M)	184	143	95	43	568
Rami (M)	27	33	32	45	173
Ramin (M)	24	24	8	21	93
Ramiro (M)	9	18	17	16	73
Ramiz (M)	12	3	3	6	29
Ramon (M)	899	981	906	647	3914
Ramses (M)	36	28	34	42	180
Ramy (M)	17	20	15	20	85
Ramzi (M)	17	24	30	43	132
Ramzy (M)	2	5	11	7	29
Ramón (M)	64	53	40	42	219
Ran (M)	5	11	5	9	33
Randall (M)	30	26	29	14	117
Randell (M)	5	11	13	3	35
Randolf (M)	16	12	6	0	42
Randolph (M)	34	11	8	2	66
Randy (M)	605	543	399	252	1992
Ranil (M)	14	5	5	2	30
Raoel (M)	14	9	12	8	50
Raouf (M)	9	9	7	3	32
Raoul (M)	369	359	386	308	1613
Raphael (M)	31	33	37	77	218
Raphaël (M)	73	80	78	142	443
Rashid (M)	33	44	20	14	130
Rashied (M)	9	4	5	4	29
Rasim (M)	9	13	6	5	40
Rasmus (M)	4	6	6	8	32
Rauf (M)	3	3	5	12	31
Raul (M)	18	16	20	49	127
Raven (M)	6	11	26	46	112
Ravi (M)	77	52	62	176	484
Ravian (M)	10	7	10	7	36
Ravin (M)	11	8	5	3	39
Ravindra (M)	14	9	5	1	33
Ravish (M)	12	12	10	13	57
Rawi (M)	13	7	6	6	37
Rawien (M)	12	9	4	2	34
Ray (M)	39	67	80	101	362
Rayan (M)	9	16	22	100	396
Rayane (M)	1	0	3	18	66
Rayen (M)	10	18	20	44	114
Raymon (M)	229	231	195	120	877
Raymond (M)	1054	758	418	186	2972
Raymondo (M)	17	9	6	9	48
Rayn (M)	3	5	10	4	31
Raynor (M)	52	20	12	2	88
Rayvano (M)	0	0	31	37	83
Raúl (M)	11	6	30	108	184
Raşit (M)	13	7	7	2	33
Reamon (M)	18	16	6	2	49
Recep (M)	76	47	40	23	210
Reda (M)	33	45	34	60	217
Redmar (M)	57	54	13	15	145
Redmer (M)	26	37	22	37	150
Redouan (M)	222	256	222	167	972
Redouane (M)	14	21	42	59	170
Reduan (M)	4	7	9	10	38
Redwan (M)	2	11	32	27	80
Reece (M)	2	4	5	11	31
Reggie (M)	14	17	18	12	68
Reggy (M)	18	19	8	4	53
Regilio (M)	28	53	23	3	116
Regillio (M)	20	6	6	5	50
Reginald (M)	27	33	19	7	99
Reijer (M)	59	60	46	34	242
Reimer (M)	7	7	11	13	45
Rein (M)	123	121	129	148	615
Reinald (M)	18	14	10	2	52
Reinaldo (M)	9	10	9	8	40
Reinard (M)	8	6	5	4	28
Reinardus (M)	12	7	3	4	28
Reinder (M)	162	113	136	81	581
Reindert (M)	57	42	35	40	207
Reinhard (M)	17	14	9	12	59
Reinier (M)	456	419	319	181	1651
Reinoud (M)	58	34	50	36	213
Reinout (M)	89	131	113	81	485
Reint (M)	25	21	26	9	95
Reitze (M)	9	11	8	9	42
Rembrandt (M)	10	14	16	26	73
Remco (M)	2249	2027	1666	837	7924
Remi (M)	148	168	148	63	601
Remie (M)	30	28	11	5	90
Remigius (M)	29	13	9	2	63
Remko (M)	216	137	71	36	622
Remmelt (M)	27	25	27	17	113
Remmert (M)	12	11	8	7	47
Remo (M)	26	56	58	45	207
Remon (M)	222	224	180	94	813
Remy (M)	564	494	268	127	1628
Remzi (M)	19	9	15	17	67
Renaldo (M)	86	104	35	15	259
Renato (M)	35	32	28	7	121
Renatus (M)	48	28	4	2	106
Renco (M)	20	10	6	4	54
Rene (M)	147	97	35	26	376
Renee (M)	37	10	8	1	73
Renger (M)	13	20	14	13	74
Renier (M)	28	15	14	6	71
Renko (M)	37	11	6	2	69
Reno (M)	30	42	109	125	360
Rens (M)	629	931	1036	1332	4645
Rense (M)	55	52	45	38	219
Renso (M)	6	6	2	8	28
Renz (M)	7	14	10	8	47
Renze (M)	52	48	52	43	243
Renzo (M)	49	107	187	465	1005
René (M)	1802	864	434	195	4127
Renée (M)	10	13	7	0	37
Resul (M)	41	35	30	20	154
Reuben (M)	9	9	12	8	47
Revelino (M)	6	19	9	9	49
Rewien (M)	7	9	3	3	28
Rex (M)	10	28	21	7	77
Reyer (M)	13	14	14	18	71
Reynaldo (M)	4	11	7	5	34
Reza (M)	56	35	33	52	224
Rhandy (M)	22	28	21	12	84
Rhys (M)	1	8	11	7	30
Riad (M)	5	8	9	17	51
Rian (M)	31	17	8	14	93
Riaz (M)	14	12	5	3	40
Ricardo (M)	1859	2141	1377	753	6623
Ricardus (M)	21	9	4	3	44
Riccardo (M)	59	86	58	32	256
Ricco (M)	8	9	5	14	41
Richano (M)	0	1	9	11	29
Richard (M)	3004	2125	997	430	7925
Richardus (M)	43	25	13	4	104
Richel (M)	11	15	1	3	34
Richenel (M)	19	10	10	4	47
Richie (M)	31	64	51	26	192
Richmond (M)	9	8	3	7	29
Rick (M)	3262	4374	4307	3587	16905
Rickey (M)	7	7	6	5	27
Ricky (M)	623	527	253	139	1694
Rico (M)	215	458	508	320	1599
Rida (M)	4	28	49	93	227
Ridge (M)	0	28	5	2	37
Ridouan (M)	19	19	7	11	68
Ridvan (M)	35	50	33	16	147
Ridwan (M)	6	7	13	18	53
Riekelt (M)	24	18	23	24	101
Rieks (M)	6	9	6	3	31
Riemer (M)	24	46	57	60	220
Rien (M)	46	41	44	38	195
Rienk (M)	78	70	60	46	296
Rients (M)	23	25	27	16	106
Ries (M)	13	11	39	48	147
Rieuwert (M)	11	5	7	3	27
Rifat (M)	16	11	6	4	44
Rijk (M)	53	64	107	150	494
Rik (M)	1196	1371	1431	1192	5814
Rikkert (M)	40	23	15	13	116
Rikus (M)	7	9	8	5	34
Riley (M)	0	27	57	88	219
Rim (M)	6	12	7	12	46
Rimmer (M)	5	9	16	18	53
Rinaldo (M)	67	65	39	24	223
Rindert (M)	23	27	22	15	104
Rinesh (M)	7	15	9	14	48
Ringo (M)	11	23	12	7	65
Rink (M)	12	17	21	23	93
Rinke (M)	36	46	45	50	203
Rino (M)	9	8	15	12	50
Rins (M)	0	5	5	10	28
Rinse (M)	51	36	39	49	209
Rintje (M)	6	9	15	9	47
Rinus (M)	40	26	40	29	151
Rinze (M)	67	51	49	41	257
Rio (M)	2	3	10	10	33
Rishan (M)	2	2	5	12	27
Rishi (M)	38	66	36	33	190
Ritchie (M)	85	144	76	33	367
Ritchy (M)	5	26	17	10	61
Ritesh (M)	57	41	17	19	157
Ritish (M)	17	12	4	2	39
Ritske (M)	13	14	4	4	38
Rivaldo (M)	1	0	28	36	67
Rivano (M)	4	2	8	37	68
Rivelino (M)	6	6	9	5	27
River (M)	0	4	27	32	79
Riza (M)	20	13	5	11	59
Rizwan (M)	11	5	6	1	31
Roald (M)	133	149	111	71	510
Roan (M)	43	152	208	635	1302
Rob (M)	2185	1570	931	409	6145
Robbe (M)	2	9	12	45	112
Robbert (M)	1495	1140	597	236	3989
Robbert-Jan (M)	97	65	27	7	224
Robbie (M)	261	215	153	137	944
Robbin (M)	351	522	322	203	1486
Robby (M)	153	106	88	28	438
Robel (M)	8	4	12	8	38
Roben (M)	5	5	11	10	33
Robert (M)	3852	2989	1635	730	11094
Robert-Jan (M)	158	117	56	37	432
Robertino (M)	19	8	9	4	50
Roberto (M)	225	256	162	97	877
Robertus (M)	672	335	136	48	1556
Robin (M)	3716	5067	3971	3143	17299
Robrecht (M)	60	54	31	4	164
Rocco (M)	24	61	26	83	246
Rochdi (M)	14	1	4	7	29
Rochus (M)	10	5	3	7	31
Roché (M)	8	6	5	6	33
Rocky (M)	77	58	21	10	224
Roderick (M)	353	240	131	96	1029
Roderik (M)	132	71	33	14	329
Rodger (M)	18	20	12	7	71
Rodi (M)	8	17	31	32	102
Rodin (M)	8	13	28	38	106
Rodney (M)	182	262	232	116	855
Rodny (M)	12	10	5	5	33
Rodrigo (M)	15	13	17	11	71
Rody (M)	74	112	183	121	544
Roef (M)	0	1	2	11	41
Roel (M)	1433	1205	880	539	4772
Roeland (M)	321	248	191	114	1055
Roelant (M)	9	17	15	2	52
Roelf (M)	79	50	28	23	219
Roelof (M)	745	585	408	284	2464
Roemer (M)	8	25	55	115	261
Roger (M)	255	179	80	31	716
Rogier (M)	594	485	331	224	1953
Rogér (M)	19	12	9	2	48
Rohan (M)	36	36	39	141	321
Rohit (M)	12	24	23	50	128
Rokus (M)	13	19	18	17	72
Roland (M)	494	347	163	59	1297
Rolando (M)	8	9	7	6	35
Rolf (M)	262	213	132	84	836
Romain (M)	19	35	37	25	133
Roman (M)	84	111	135	135	579
Romano (M)	172	302	290	293	1200
Romar (M)	3	11	19	10	45
Romario (M)	88	129	28	23	272
Rombout (M)	9	9	7	6	39
Romek (M)	0	0	18	20	40
Romello (M)	0	0	28	10	39
Romeo (M)	37	61	71	98	333
Romero (M)	7	13	3	12	39
Romijn (M)	0	2	4	23	62
Romke (M)	44	40	41	29	175
Romme (M)	2	1	3	18	28
Rommert (M)	8	11	8	11	46
Roméo (M)	4	5	7	7	32
Ron (M)	574	355	171	77	1415
Ronald (M)	1816	967	523	211	4649
Ronaldo (M)	17	9	52	33	122
Ronaldus (M)	71	40	19	7	167
Ronan (M)	12	22	62	228	359
Roni (M)	3	5	11	7	33
Ronin (M)	0	1	5	50	71
Ronnie (M)	413	187	76	33	960
Ronny (M)	256	114	67	35	602
Rory (M)	114	100	81	58	445
Rosario (M)	4	9	11	4	35
Roshan (M)	15	27	25	42	128
Ross (M)	19	30	17	19	103
Rover (M)	0	4	10	21	66
Rowan (M)	191	406	482	654	1950
Rowdy (M)	62	90	109	53	347
Rowen (M)	8	25	42	96	199
Rowin (M)	50	99	174	163	537
Roy (M)	4049	3832	2435	1487	13356
Royce (M)	5	4	20	12	47
Roël (M)	23	28	30	19	122
Ruan (M)	3	8	10	6	29
Ruard (M)	2	1	20	8	33
Ruben (M)	2012	3091	3556	3304	13824
Rubin (M)	19	39	50	38	162
Rubén (M)	4	10	6	14	40
Rudger (M)	6	6	3	1	28
Rudi (M)	135	56	34	16	325
Rudie (M)	38	19	14	6	107
Rudmer (M)	29	15	17	33	116
Rudo (M)	13	6	3	0	29
Rudolf (M)	533	285	136	65	1297
Rudolfus (M)	16	9	4	1	43
Rudolph (M)	47	30	13	13	133
Rudolphus (M)	41	23	15	1	106
Rudy (M)	274	150	76	52	719
Rueben (M)	7	10	5	3	30
Rufus (M)	17	13	4	1	46
Rui (M)	15	15	11	21	75
Rune (M)	8	16	9	31	91
Rushil (M)	0	10	8	11	36
Russell (M)	12	18	8	16	59
Rutger (M)	947	1011	1008	664	4151
Ruth (M)	12	11	8	7	48
Ruthger (M)	6	10	5	11	33
Rutmer (M)	8	8	3	8	35
Ruud (M)	1436	771	329	175	3247
Ruurd (M)	90	89	57	32	308
Ruwan (M)	20	13	2	0	40
Ryan (M)	280	557	900	1507	4060
Ryo (M)	8	12	8	2	34
Ryon (M)	4	6	12	9	33
Rémi (M)	7	4	13	12	44
Rémon (M)	138	130	106	56	464
Rémy (M)	25	33	18	10	99
Saad (M)	32	22	27	29	137
Saagar (M)	3	11	10	5	30
Saber (M)	3	11	23	23	71
Sabir (M)	11	23	35	49	141
Sabri (M)	31	41	53	34	184
Sacha (M)	32	49	55	72	243
Sadik (M)	29	23	26	10	104
Saeed (M)	11	9	4	1	30
Safa (M)	3	16	20	12	61
Safouan (M)	1	3	2	10	37
Safouane (M)	4	4	32	81	185
Safwan (M)	1	0	2	20	35
Sagar (M)	5	20	25	13	67
Sahel (M)	4	0	8	13	35
Sahil (M)	5	8	11	15	49
Sahin (M)	35	21	12	7	89
Sai (M)	16	4	6	3	35
Said (M)	428	226	135	64	1080
Saif (M)	14	9	11	20	61
Saifeddine (M)	1	3	12	11	40
Sait (M)	19	13	9	10	65
Sake (M)	41	35	31	30	159
Sal (M)	5	7	6	18	42
Salah (M)	36	23	13	24	110
Salah-Eddine (M)	11	27	32	80	183
Salaheddine (M)	16	37	24	55	157
Salar (M)	19	11	3	4	49
Saleh (M)	12	11	4	2	39
Salem (M)	16	13	6	10	51
Salih (M)	97	77	72	59	372
Salim (M)	82	123	101	128	506
Salman (M)	13	11	20	12	64
Salomon (M)	9	12	20	17	74
Salvador (M)	2	5	14	18	58
Salvatore (M)	9	8	11	7	42
Sam (M)	272	744	1677	2934	6602
Saman (M)	26	21	16	19	89
Samatar (M)	5	13	18	4	43
Samed (M)	11	47	61	47	188
Sameer (M)	4	6	5	15	35
Samer (M)	16	6	17	14	61
Samet (M)	83	197	122	99	539
Sami (M)	57	68	90	196	570
Samir (M)	386	353	285	244	1462
Sammie (M)	14	15	32	21	91
Sammy (M)	44	85	114	90	383
Samson (M)	18	11	11	9	52
Samuel (M)	281	419	692	866	2715
Samuël (M)	88	125	154	228	723
Samy (M)	6	13	22	18	69
Sancho (M)	7	4	10	5	30
Sandeep (M)	44	25	17	2	96
Sander (M)	4503	3644	3463	2673	16484
Sandor (M)	29	22	37	29	128
Sandro (M)	46	77	63	58	285
Sanel (M)	8	9	5	3	30
Sanjay (M)	53	43	40	20	180
Sanjeev (M)	8	12	14	7	45
Sanjin (M)	13	6	5	1	30
Sanne (M)	25	18	12	4	91
Santiago (M)	9	8	13	19	65
Santino (M)	15	30	40	31	134
Santosh (M)	12	18	16	30	85
Sape (M)	8	12	3	1	31
Sascha (M)	80	79	59	66	324
Sasha (M)	5	12	19	43	97
Satish (M)	36	18	4	3	81
Saul (M)	12	13	9	18	59
Savaş (M)	15	8	6	3	38
Saverio (M)	5	4	6	11	27
Sayed (M)	14	12	11	21	73
Sayfeddine (M)	1	3	9	15	43
Saïd (M)	46	28	33	20	154
Saša (M)	18	3	1	4	36
Scott (M)	127	182	289	247	940
Scotty (M)	7	12	10	4	35
Sean (M)	235	352	329	255	1286
Seb (M)	4	7	12	70	145
Sebas (M)	3	15	16	48	113
Sebastiaan (M)	2267	2217	1498	1071	8340
Sebastian (M)	320	378	292	255	1463
Sebastianus (M)	55	52	22	13	177
Sebastien (M)	23	16	10	7	72
Sedat (M)	48	29	29	13	144
Sef (M)	6	5	7	21	49
Sefa (M)	20	62	87	48	231
Sefer (M)	13	7	6	11	44
Seger (M)	5	6	8	15	49
Seine (M)	7	7	1	5	31
Selahattin (M)	16	16	15	14	73
Selami (M)	8	8	2	3	27
Selcuk (M)	19	14	4	1	46
Selim (M)	64	81	68	42	311
Selman (M)	19	19	16	13	75
Selwin (M)	7	17	9	7	43
Selwyn (M)	37	44	32	12	134
Selçuk (M)	88	52	24	13	218
Sem (M)	75	251	811	3368	6397
Semi (M)	5	3	14	23	57
Semih (M)	31	89	91	102	380
Semir (M)	17	15	14	17	76
Semmy (M)	4	13	6	17	60
Sen (M)	5	7	7	25	60
Senad (M)	22	11	3	3	41
Senn (M)	1	0	4	48	102
Senna (M)	3	11	44	517	1027
Senne (M)	11	13	34	174	377
Sep (M)	6	15	36	146	322
Sepp (M)	7	12	17	71	212
Seppe (M)	5	8	13	53	122
Serano (M)	7	2	4	8	30
Sercan (M)	34	76	24	13	159
Serdal (M)	33	21	6	4	81
Serdar (M)	162	103	59	42	436
Serge (M)	73	99	65	57	360
Sergei (M)	20	11	8	9	53
Sergej (M)	17	19	14	11	74
Sergen (M)	1	28	56	27	113
Sergi (M)	2	2	19	4	29
Serginho (M)	11	1	5	8	42
Serginio (M)	15	13	10	14	58
Sergio (M)	200	217	173	128	835
Serhan (M)	17	10	16	13	66
Serhat (M)	51	82	84	95	344
Serkan (M)	211	170	130	79	693
Sertan (M)	5	7	20	6	44
Sertaç (M)	8	5	11	2	28
Servaas (M)	14	13	8	8	62
Servet (M)	19	12	3	6	52
Servé (M)	13	5	4	2	28
Seth (M)	33	29	42	119	363
Seyed (M)	29	26	13	17	95
Seyfullah (M)	6	11	15	5	42
Seyhan (M)	4	3	2	10	27
Seyit (M)	18	29	18	17	98
Seyyed (M)	4	12	2	6	28
Seyyid (M)	5	5	7	4	28
Sezer (M)	77	75	44	22	250
Sezgin (M)	25	26	9	6	80
Seán (M)	6	10	17	8	49
Shadi (M)	2	12	9	8	38
Shady (M)	9	17	26	22	81
Shah (M)	9	6	5	5	27
Shahid (M)	5	8	3	5	28
Shahin (M)	20	16	9	14	66
Shai (M)	3	9	10	6	34
Shailesh (M)	26	31	22	9	108
Shairon (M)	5	5	11	6	30
Shakir (M)	3	1	7	22	44
Shakur (M)	0	0	24	16	40
Shamir (M)	12	13	6	5	38
Shane (M)	89	143	146	148	581
Shannon (M)	21	28	7	3	68
Shaquille (M)	0	36	162	69	283
Sharan (M)	2	5	7	8	29
Sharief (M)	11	5	9	3	33
Sharif (M)	29	41	37	32	157
Sharmarke (M)	5	9	15	5	36
Sharon (M)	16	11	3	4	35
Shaun (M)	26	39	23	20	124
Shawn (M)	16	44	51	40	183
Shay (M)	1	4	6	9	28
Shayan (M)	12	11	19	19	72
Shayne (M)	1	6	15	13	40
Sheldon (M)	13	20	22	7	64
Sheng (M)	12	10	9	5	38
Sherif (M)	6	6	6	4	27
Sherman (M)	10	8	5	4	30
Sherwin (M)	28	45	36	18	141
Shiva (M)	19	21	28	37	117
Shivam (M)	0	5	11	18	40
Shivan (M)	7	8	15	25	68
Shun (M)	1	18	5	5	33
Si (M)	9	6	10	4	34
Siard (M)	5	6	10	9	37
Sibren (M)	17	28	23	21	100
Sicco (M)	17	27	19	8	82
Sid (M)	6	23	29	71	161
Sidar (M)	3	10	7	11	38
Sidi (M)	2	6	10	8	35
Sidney (M)	117	172	165	220	779
Sido (M)	12	20	11	15	79
Sieb (M)	3	1	12	88	151
Siebe (M)	97	114	209	296	871
Siebrand (M)	8	16	28	19	81
Siebren (M)	45	63	60	56	261
Sieds (M)	6	6	7	4	31
Sieger (M)	33	18	21	21	116
Siegfried (M)	17	10	4	2	45
Siem (M)	45	63	200	448	990
Sieme (M)	3	2	7	10	30
Siemen (M)	40	43	66	63	266
Siemon (M)	12	14	7	10	51
Siep (M)	3	4	24	68	139
Sierd (M)	23	20	17	24	94
Sierk (M)	9	14	8	5	44
Siert (M)	5	7	10	8	39
Siete (M)	6	6	7	4	27
Sietse (M)	207	238	263	258	1129
Sietze (M)	64	71	45	45	279
Sieuwerd (M)	29	10	11	5	58
Siham (M)	28	22	9	1	72
Sijbrand (M)	16	7	8	9	54
Sijbren (M)	22	18	16	7	83
Sije (M)	7	7	6	10	36
Sijmen (M)	56	58	64	70	304
Sijmon (M)	10	2	9	2	32
Sijtse (M)	10	4	7	3	31
Sijtze (M)	33	18	8	8	86
Sikke (M)	21	25	10	9	77
Sikko (M)	14	10	4	6	44
Sil (M)	48	116	297	522	1339
Silas (M)	31	51	57	103	328
Silke (M)	8	22	21	24	81
Silvan (M)	40	54	91	105	366
Silvano (M)	35	75	64	64	272
Silver (M)	3	2	8	22	53
Silvester (M)	72	60	38	48	261
Silvian (M)	7	10	8	12	44
Silvijn (M)	1	3	14	15	64
Silvio (M)	25	41	25	21	132
Sim (M)	3	7	13	20	50
Simcha (M)	2	1	3	16	29
Simen (M)	3	6	8	11	39
Simeon (M)	40	54	49	53	235
Simon (M)	1078	1206	1173	1155	5577
Sina (M)	12	14	12	8	60
Sinan (M)	105	150	70	60	436
Sion (M)	4	9	12	9	41
Sipke (M)	47	50	33	28	185
Siu (M)	13	13	3	2	39
Sivan (M)	8	4	14	4	33
Sivar (M)	5	9	10	13	41
Sjaak (M)	86	75	47	30	276
Sjef (M)	25	31	26	15	120
Sjeng (M)	4	8	6	12	36
Sjimmie (M)	5	7	10	3	31
Sjirk (M)	9	13	12	6	49
Sjoerd (M)	1588	1721	1530	1194	7057
Sjoert (M)	13	7	5	8	38
Sjon (M)	24	14	10	2	57
Sjonnie (M)	21	9	11	5	56
Sjors (M)	539	760	604	361	2540
Sjouke (M)	57	37	30	38	202
Sjuul (M)	17	36	30	38	145
Skander (M)	7	9	9	8	37
Skip (M)	19	26	52	117	268
Sky (M)	0	1	4	19	45
Skye (M)	0	2	2	11	35
Slimane (M)	9	9	4	0	29
Smail (M)	12	5	9	3	33
Smaïl (M)	7	10	11	3	33
Soeradj (M)	10	9	11	6	40
Sofian (M)	25	29	29	35	138
Sofiane (M)	7	14	17	1	45
Sofyan (M)	22	130	93	63	327
Sohaib (M)	3	15	26	24	90
Sohail (M)	5	3	6	10	30
Sohaïb (M)	0	2	5	34	50
Sohrab (M)	8	4	7	7	40
Solaiman (M)	1	12	14	2	29
Solaïman (M)	6	37	27	1	73
Solomon (M)	8	7	3	7	35
Soner (M)	32	39	33	22	144
Sonny (M)	259	290	142	70	792
Souad (M)	34	14	6	0	69
Soufian (M)	82	112	68	66	379
Soufiane (M)	151	191	201	198	845
Soufyan (M)	31	146	155	126	505
Soufyane (M)	2	6	20	18	55
Souhail (M)	19	47	33	46	171
Soulaiman (M)	6	10	12	19	63
Soulaimane (M)	1	2	13	18	42
Soulaïman (M)	0	2	16	40	66
Spencer (M)	10	6	8	15	46
Spike (M)	4	6	14	15	46
Splinter (M)	4	0	16	29	68
Stacey (M)	22	16	8	1	50
Stach (M)	0	3	6	18	40
Stan (M)	216	563	2216	2365	6164
Stanislav (M)	12	6	4	7	35
Stanley (M)	166	209	156	80	675
Steef (M)	62	81	85	70	331
Stef (M)	372	737	976	1030	3551
Stefan (M)	4622	4175	2578	1542	14721
Stefano (M)	133	219	177	293	934
Stefanos (M)	7	7	11	14	49
Stefanus (M)	399	229	116	55	942
Steff (M)	3	26	33	58	134
Steffan (M)	124	156	80	28	419
Steffen (M)	92	71	44	46	299
Steije (M)	4	3	9	6	29
Steijn (M)	12	20	55	142	330
Stein (M)	48	95	139	185	561
Sten (M)	59	151	173	391	928
Stephan (M)	1873	1246	540	314	4729
Stephano (M)	24	26	13	15	89
Stephanus (M)	189	121	44	19	490
Stephen (M)	178	187	112	63	615
Stern (M)	6	1	10	16	40
Sterre (M)	2	5	9	9	29
Stevan (M)	15	14	8	9	60
Steve (M)	116	196	131	66	579
Steven (M)	1619	1804	1223	690	6146
Stevie (M)	38	75	9	8	134
Steyn (M)	19	44	95	149	375
Stian (M)	2	4	6	11	36
Stijn (M)	659	1287	2414	3334	9187
Stoffel (M)	8	6	12	8	45
Stoffer (M)	14	4	7	2	32
Storm (M)	4	15	105	350	726
Stuart (M)	36	36	21	24	129
Styn (M)	7	7	9	14	46
Stéphan (M)	28	15	11	1	67
Stéphane (M)	17	7	4	6	41
Suat (M)	13	17	12	10	61
Suleman (M)	9	9	4	6	29
Suleyman (M)	13	11	13	15	56
Sultan (M)	24	21	11	8	75
Sunil (M)	11	9	3	1	32
