Naam	1985-1989	1990-1994	1995-1999	2000-2004	1983-2006
Jazzy (V)	7	9	6	3	30
Jaël (V)	22	23	36	28	124
Jaëla (V)	0	9	16	9	39
Jean (V)	11	12	7	6	44
Jeanet (V)	55	32	23	15	157
Jeanette (V)	136	97	52	31	408
Jeanice (V)	6	16	8	2	33
Jeanine (V)	355	392	261	129	1241
Jeanique (V)	9	33	11	17	76
Jeanne (V)	80	141	127	83	480
Jeannet (V)	28	13	5	4	61
Jeannette (V)	120	63	64	31	356
Jeannine (V)	24	15	11	10	67
Jeanny (V)	20	21	4	9	65
Jeany (V)	11	6	9	6	35
Jedidja (V)	32	20	35	24	141
Jelena (V)	69	38	38	40	218
Jelisa (V)	10	15	17	17	63
Jelka (V)	7	2	12	6	33
Jelke (V)	11	23	20	49	121
Jella (V)	3	10	12	7	36
Jellie (V)	25	18	11	9	76
Jelly (V)	18	15	17	11	69
Jelske (V)	26	29	25	23	123
Jeltje (V)	101	79	91	43	379
Jeltsje (V)	20	13	6	8	58
Jemaine (V)	10	12	4	11	38
Jemima (V)	7	17	13	19	64
Jenifer (V)	12	11	6	5	37
Jenine (V)	5	7	7	5	27
Jenita (V)	7	11	20	16	62
Jenna (V)	72	55	78	238	567
Jennefer (V)	46	35	35	32	178
Jenneke (V)	189	159	96	80	652
Jenneken (V)	53	35	30	18	166
Jennie (V)	68	57	33	40	243
Jennifer (V)	1513	1545	1285	1267	6419
Jennigje (V)	47	66	37	24	203
Jenny (V)	419	329	244	168	1379
Jennyfer (V)	15	13	8	3	46
Jenske (V)	15	11	14	22	71
Jente (V)	17	43	118	266	594
Jenthe (V)	0	2	7	24	46
Jentje (V)	81	57	54	34	273
Jerina (V)	10	9	10	3	37
Jerney (V)	89	41	29	22	233
Jersey (V)	1	0	2	21	44
Jerusha (V)	1	4	9	14	33
Jesca (V)	12	19	14	19	72
Jeska (V)	2	7	14	11	37
Jeske (V)	77	94	118	114	474
Jess (V)	2	8	8	7	31
Jessa (V)	1	3	13	10	29
Jessamy (V)	9	5	9	7	32
Jesse (V)	46	68	81	78	299
Jessey (V)	3	16	17	22	67
Jessi (V)	6	3	9	13	34
Jessica (V)	2331	2217	1685	684	8102
Jessie (V)	165	337	621	402	1692
Jessika (V)	14	18	9	4	53
Jessy (V)	87	120	182	154	616
Jet (V)	76	156	401	462	1332
Jetske (V)	82	81	117	109	468
Jette (V)	46	51	98	147	428
Jettie (V)	20	14	6	4	49
Jetty (V)	32	21	14	9	90
Jewel (V)	0	4	33	56	107
Ji (V)	4	8	13	3	30
Jia (V)	15	29	46	40	150
Jie (V)	5	4	8	3	28
Jihad (V)	15	35	36	19	112
Jihan (V)	5	7	10	16	47
Jihane (V)	13	42	57	48	192
Jikke (V)	37	47	86	151	405
Jil (V)	8	6	16	20	65
Jildau (V)	43	43	44	37	200
Jildou (V)	89	111	145	160	576
Jilke (V)	10	11	18	24	83
Jill (V)	407	766	739	1025	3424
Jillian (V)	21	60	58	58	229
Jilly (V)	8	36	20	4	75
Jin (V)	9	5	9	6	34
Jing (V)	9	9	19	7	52
Jinke (V)	18	16	23	33	102
Jinte (V)	3	7	36	79	189
Jinthe (V)	0	2	4	16	32
Jip (V)	20	120	218	280	757
Jisca (V)	21	25	31	30	116
Jiska (V)	115	112	116	90	506
Jiske (V)	30	27	23	34	143
Jisse (V)	1	1	8	12	29
Jitske (V)	203	186	172	153	828
Jitte (V)	4	17	22	37	100
Jo (V)	5	17	7	22	58
Jo-Ann (V)	45	39	37	31	190
Jo-Anne (V)	34	15	32	29	124
Jo-ann (V)	1	10	7	11	35
Jo-anne (V)	1	11	6	11	31
Joan (V)	94	82	84	70	418
Joana (V)	24	21	23	20	104
Joanie (V)	8	21	12	12	71
Joann (V)	4	12	7	13	50
Joanna (V)	212	188	157	98	783
Joanne (V)	296	301	308	258	1333
Joanneke (V)	16	7	5	2	33
Joany (V)	39	29	31	33	155
Jobje (V)	6	7	5	9	30
Jocelyn (V)	27	43	43	23	162
Jocelyne (V)	12	10	11	1	38
Jodi (V)	10	14	21	21	72
Jodie (V)	20	43	104	48	248
Jody (V)	203	246	183	107	808
Joeke (V)	8	14	5	6	42
Joelle (V)	7	22	19	19	82
Joey (V)	7	13	11	21	55
Johanna (V)	5234	3914	2659	1902	16690
Johanne (V)	68	48	53	27	237
Johanneke (V)	68	33	18	20	180
Jojanneke (V)	91	47	15	13	213
Joke (V)	115	73	45	49	350
Jolanda (V)	1001	421	117	59	2189
Jolande (V)	47	22	6	6	104
Joleen (V)	14	17	0	4	42
Jolein (V)	30	73	39	38	202
Jolene (V)	36	27	21	22	126
Jolie (V)	24	28	55	119	316
Jolieke (V)	18	20	18	15	75
Jolien (V)	543	521	305	199	1771
Joliene (V)	8	14	6	8	43
Jolijn (V)	187	245	267	242	1079
Jolina (V)	8	11	12	10	49
Jolinda (V)	17	17	7	5	49
Jolinde (V)	28	24	9	9	77
Joline (V)	83	69	77	36	295
Jolisa (V)	7	10	11	8	36
Jolyn (V)	21	14	6	4	54
Jona (V)	9	9	23	15	70
Joni (V)	96	85	65	100	407
Jonie (V)	9	13	2	8	35
Jonna (V)	41	55	79	104	358
Jonne (V)	41	82	103	104	387
Jonneke (V)	21	27	20	2	83
Jony (V)	24	26	13	15	90
Jools (V)	0	1	2	15	36
Joosje (V)	19	10	52	28	125
Jooske (V)	10	8	7	11	46
Jora (V)	7	8	7	5	30
Jordan (V)	1	7	32	85	145
Jordana (V)	11	6	5	4	36
Jordy (V)	9	15	6	0	38
Jori (V)	46	40	19	9	129
Jorie (V)	15	7	4	1	37
Jorieke (V)	121	90	59	34	358
Jorien (V)	308	237	98	51	817
Jorijn (V)	11	10	4	5	36
Jorike (V)	15	8	5	5	43
Jorina (V)	24	14	8	9	60
Jorinda (V)	27	23	7	13	83
Jorinde (V)	117	106	57	54	379
Jorine (V)	87	49	33	19	209
Jorja (V)	1	1	0	14	31
Jorna (V)	9	10	3	3	30
Jory (V)	10	11	2	0	29
Jos (V)	29	12	17	1	66
Josanne (V)	18	21	24	8	80
Josca (V)	11	25	22	9	75
Jose (V)	10	14	3	1	39
Josefien (V)	46	77	77	138	416
Josefina (V)	23	16	10	8	74
Josefine (V)	13	21	13	29	95
Joselien (V)	7	6	3	12	30
Joseline (V)	10	11	2	3	27
Josepha (V)	43	30	17	9	131
Josephien (V)	10	11	10	13	55
Josephina (V)	158	118	61	39	455
Josephine (V)	178	266	353	395	1445
Josette (V)	28	31	12	9	92
Josha (V)	6	10	16	5	47
Josianne (V)	11	13	13	6	48
Josie (V)	6	14	14	12	53
Josien (V)	101	101	83	42	396
Josina (V)	95	57	50	35	279
Josine (V)	145	111	62	36	434
Josja (V)	6	9	11	7	36
Josje (V)	117	99	94	48	406
Joska (V)	24	14	31	28	110
Joske (V)	50	55	34	21	186
Josse (V)	6	13	12	10	42
Josta (V)	24	14	11	4	65
José (V)	425	246	133	81	1120
Joséphine (V)	6	14	24	29	87
Jouke (V)	6	7	2	9	33
Joukje (V)	47	41	33	29	178
Jovana (V)	9	14	9	9	46
Jovanka (V)	5	10	1	2	27
Joy (V)	125	414	502	531	1803
Joya (V)	9	18	33	53	138
Joyca (V)	13	7	5	2	27
Joyce (V)	3068	2565	1474	843	9403
Jozefien (V)	12	17	16	14	67
Jozefina (V)	15	6	5	5	35
Jozien (V)	8	12	1	1	27
Jozina (V)	62	50	26	33	206
Joël (V)	6	21	25	21	78
Joëlla (V)	64	74	122	130	439
Joëlle (V)	229	419	808	757	2424
Juana (V)	15	4	6	18	49
Juanita (V)	54	58	45	45	228
Judi (V)	2	12	6	6	32
Judie (V)	5	11	13	9	41
Judit (V)	20	12	8	5	56
Judith (V)	1968	1569	1223	712	6598
Judy (V)	49	42	62	22	199
Jula (V)	0	2	9	24	66
Jule (V)	4	12	23	23	77
Jules (V)	2	9	18	25	78
Juli (V)	2	4	12	15	36
Julia (V)	449	1168	3231	3801	10162
Juliana (V)	58	62	58	59	288
Juliane (V)	3	5	10	6	28
Julianne (V)	15	15	38	48	138
Julie (V)	157	286	652	780	2284
Julienne (V)	7	12	14	11	54
Juliet (V)	35	31	70	51	219
Juliette (V)	164	289	335	355	1312
Julika (V)	1	5	6	24	41
Julisa (V)	9	7	7	7	33
Julissa (V)	6	3	6	10	29
Juliënne (V)	2	3	7	9	27
Juliët (V)	24	44	114	92	329
Juliëtte (V)	102	196	353	313	1089
Julot (V)	0	0	10	30	55
July (V)	7	7	22	20	68
Juna (V)	4	2	19	54	113
June (V)	21	39	52	92	237
Juno (V)	2	6	10	27	56
Justa (V)	7	6	5	4	28
Justina (V)	14	7	10	14	53
Justine (V)	102	102	115	86	441
Jutta (V)	14	7	5	10	52
Juul (V)	62	93	169	295	817
Juulke (V)	6	4	8	25	51
Juultje (V)	23	22	32	38	140
Jyoti (V)	4	10	11	3	32
Jytte (V)	5	5	19	36	77
Jülide (V)	0	9	31	29	76
Ka (V)	46	64	35	20	189
Kaat (V)	3	5	9	28	65
Kaatje (V)	10	5	16	25	76
Kader (V)	28	25	37	17	123
Kadija (V)	6	7	7	9	32
Kadriye (V)	27	21	10	8	73
Kady (V)	28	15	5	3	54
Kai (V)	10	11	11	6	46
Kailey (V)	1	7	19	21	59
Kaily (V)	7	23	27	23	85
Kaitlin (V)	2	3	9	7	29
Kaitlyn (V)	2	1	14	25	56
Kaja (V)	5	15	31	38	113
Kajal (V)	7	11	32	17	72
Kajol (V)	0	0	14	17	36
Kalina (V)	6	7	3	10	32
Kaltoum (V)	14	8	1	1	28
Kamila (V)	15	7	2	7	39
Kamile (V)	11	6	5	5	30
Kaoutar (V)	103	188	290	276	977
Kaouthar (V)	2	4	2	16	37
Kara (V)	11	13	6	6	43
Kardelen (V)	0	2	18	25	55
Karen (V)	550	293	150	70	1290
Kari (V)	18	21	16	14	79
Karianne (V)	21	12	7	3	56
Karien (V)	35	34	11	5	101
Karijn (V)	10	12	14	5	47
Karima (V)	467	323	131	62	1231
Karin (V)	1509	677	303	121	3469
Karina (V)	150	112	50	31	436
Karine (V)	32	22	14	10	93
Karishma (V)	15	31	49	17	122
Karla (V)	25	19	12	5	68
Karlien (V)	56	39	22	15	155
Karlijn (V)	662	747	697	669	3162
Karlijne (V)	11	9	5	5	42
Karmen (V)	7	8	4	4	27
Karola (V)	18	9	3	1	35
Karolien (V)	33	25	8	9	97
Karolina (V)	50	41	21	14	159
Karoline (V)	15	3	8	4	36
Karuna (V)	11	5	6	3	29
Kassandra (V)	7	7	6	3	28
Katarina (V)	20	41	39	29	158
Katarzyna (V)	26	10	7	4	65
Kate (V)	26	36	43	102	288
Katelijn (V)	7	6	8	9	39
Katelijne (V)	13	19	17	17	68
Katerina (V)	15	8	10	17	65
Katharina (V)	200	134	82	65	587
Kathelijn (V)	14	15	11	6	57
Kathelijne (V)	16	28	16	19	111
Katherina (V)	27	17	17	12	89
Katherine (V)	49	38	38	22	173
Kathinka (V)	16	14	5	3	53
Kathleen (V)	44	61	31	31	200
Kathryn (V)	14	12	2	5	37
Kathy (V)	43	75	60	24	236
Katia (V)	9	8	5	6	33
Katie (V)	30	45	47	62	238
Katinka (V)	120	157	83	65	486
Katja (V)	138	145	172	121	688
Kato (V)	0	1	10	19	40
Katrien (V)	30	32	19	25	142
Katrijn (V)	8	4	4	6	32
Katrin (V)	7	6	7	5	27
Katrina (V)	8	6	5	4	34
Katy (V)	12	17	6	11	56
Katya (V)	9	5	9	3	31
Kavita (V)	56	39	19	9	139
Kawita (V)	19	12	2	0	39
Kawtar (V)	6	30	45	70	172
Kay (V)	27	25	20	23	107
Kaya (V)	17	52	85	145	400
Kaydee (V)	0	0	7	18	34
Kayla (V)	7	22	40	85	182
Kaylee (V)	9	409	881	756	2253
Kayleigh (V)	156	562	785	683	2372
Kayley (V)	0	23	28	29	99
Kaylie (V)	1	34	29	26	102
Kaylin (V)	1	2	7	29	55
Kayra (V)	5	11	23	37	102
Kee (V)	3	5	7	15	39
Keely (V)	0	4	16	8	31
Keira (V)	1	1	1	12	37
Keisha (V)	0	13	21	25	65
Kelley (V)	3	12	22	5	45
Kellie (V)	8	11	13	7	41
Kelly (V)	2398	3549	2180	697	9389
Kelsey (V)	36	279	430	300	1101
Kelsy (V)	2	5	22	10	42
Keltoum (V)	13	13	6	9	52
Kely (V)	1	3	11	12	29
Kendra (V)	10	26	44	38	126
Kenza (V)	7	14	42	62	161
Keona (V)	0	1	2	12	27
Keri (V)	5	21	15	9	53
Kerstin (V)	28	16	7	7	71
Kes (V)	2	2	16	44	80
Keshia (V)	87	38	13	5	144
Kevser (V)	24	40	37	19	138
Kezban (V)	15	20	15	5	63
Keziah (V)	1	6	6	11	32
Keziban (V)	49	24	12	7	104
Khadija (V)	409	308	198	163	1341
Khadra (V)	12	8	3	4	34
Khadya (V)	59	6	2	0	97
Khaoula (V)	5	31	29	41	121
Khouloud (V)	3	2	8	2	28
Kiana (V)	6	3	6	22	56
Kiara (V)	6	34	87	180	412
Kicky (V)	10	18	7	7	52
Kiek (V)	3	6	9	17	44
Kika (V)	7	8	16	55	101
Kiki (V)	192	416	525	822	2359
Kikki (V)	4	6	10	13	36
Kim (V)	5115	3623	3766	3246	18831
Kimber (V)	27	23	13	3	67
Kimberley (V)	1453	2456	1441	560	6159
Kimberly (V)	973	1809	1440	819	5340
Kimm (V)	13	3	1	3	34
Kimmy (V)	24	25	16	9	91
Kinga (V)	2	7	9	3	28
Kiomi (V)	1	0	0	30	36
Kiona (V)	38	42	43	53	199
Kira (V)	34	55	96	181	448
Kiran (V)	24	36	34	31	152
Kirby (V)	32	28	8	4	104
Kiri (V)	12	7	16	5	41
Kirsi (V)	4	8	8	7	30
Kirsten (V)	1289	1625	1283	985	5863
Kirstie (V)	8	29	13	8	59
Kirstin (V)	54	36	31	19	171
Kirsty (V)	45	81	46	28	213
Kirti (V)	18	16	7	1	44
Kit (V)	13	4	11	0	42
Kitty (V)	200	148	59	25	508
Kiymet (V)	8	5	5	5	31
Klaartje (V)	25	26	23	29	128
Klaasje (V)	131	91	62	61	415
Klaaske (V)	30	22	10	8	88
Klara (V)	33	32	18	17	121
Klasina (V)	59	52	15	19	174
Klaske (V)	71	60	52	42	267
Klaudia (V)	9	7	8	7	41
Klaziena (V)	27	19	10	13	79
Klazina (V)	134	93	62	37	388
Komal (V)	5	3	8	7	28
Koosje (V)	12	15	10	17	71
Kornelia (V)	32	24	23	12	116
Krijna (V)	10	6	4	8	35
Krijntje (V)	15	25	12	7	70
Krina (V)	8	4	6	9	29
Kris (V)	44	80	95	134	449
Krissie (V)	4	5	14	4	29
Krissy (V)	13	17	15	8	63
Krista (V)	254	128	93	51	665
Kristel (V)	457	401	229	179	1559
Kristen (V)	12	45	26	8	106
Kristi (V)	14	10	23	10	65
Kristianne (V)	6	13	4	3	32
Kristie (V)	19	44	68	27	180
Kristien (V)	17	23	16	11	78
Kristin (V)	28	21	14	10	91
Kristina (V)	73	68	42	39	260
Kristine (V)	35	28	23	14	117
Kristy (V)	76	129	119	73	430
Krystel (V)	17	7	3	3	41
Krystle (V)	22	5	1	0	78
Kubra (V)	19	49	52	22	147
Kyana (V)	1	4	6	33	60
Kyara (V)	6	65	197	336	735
Kyla (V)	6	5	10	11	35
Kylian (V)	0	10	12	4	27
Kylie (V)	63	165	87	103	463
Kyona (V)	8	15	20	29	89
Kyra (V)	242	446	542	1016	2692
Kübra (V)	55	310	304	113	810
La (V)	12	6	13	7	39
Ladan (V)	6	12	16	9	46
Laetitia (V)	36	42	42	39	192
Lai (V)	18	22	7	2	60
Laila (V)	245	211	191	199	988
Lakeisha (V)	0	2	30	20	58
Lakisha (V)	0	1	33	23	63
Lakshmi (V)	6	3	10	3	31
Lale (V)	16	7	15	9	63
Lalita (V)	7	10	5	2	27
Lamberdina (V)	17	11	11	5	55
Lamberta (V)	29	28	19	10	96
Lambertha (V)	31	33	17	7	102
Lamia (V)	27	20	23	19	102
Lamiae (V)	22	15	6	6	56
Lammechien (V)	16	6	6	3	39
Lammie (V)	15	11	11	10	54
Lammigje (V)	10	11	6	5	38
Lamya (V)	13	5	7	6	37
Lamyae (V)	31	83	126	114	398
Lan (V)	3	15	6	3	33
Lana (V)	86	166	163	242	816
Lani (V)	0	1	11	18	41
Laquisha (V)	0	0	20	7	29
Lara (V)	290	541	691	1312	3497
Larisa (V)	18	15	21	13	84
Larissa (V)	378	933	1239	771	3604
Latifa (V)	263	145	109	53	735
Latifah (V)	0	11	26	8	48
Latife (V)	14	7	7	6	37
Latischa (V)	0	4	10	16	30
Latisha (V)	0	19	103	92	237
Latoya (V)	100	68	34	38	283
Laura (V)	4373	5634	5438	3068	20681
Lauraine (V)	10	19	23	7	61
Lauranne (V)	5	8	7	7	29
Laure (V)	29	28	61	72	220
Laureen (V)	11	32	43	20	120
Lauren (V)	112	243	314	289	1071
Laurence (V)	26	27	32	14	106
Laurentia (V)	95	78	54	17	283
Lauretta (V)	10	13	8	1	35
Laurette (V)	32	22	23	9	95
Lauri (V)	34	34	52	29	167
Laurie (V)	120	190	162	103	629
Laurien (V)	138	132	106	58	472
Laurina (V)	39	23	30	33	145
Laurine (V)	39	29	55	35	171
Laury (V)	26	19	33	15	107
Lauryn (V)	0	0	18	21	41
Laurèl (V)	2	5	12	12	35
Lava (V)	7	6	6	5	29
Lavina (V)	5	14	8	6	40
Lavinia (V)	29	33	35	33	159
Layla (V)	120	202	200	207	864
Laïla (V)	188	164	89	12	519
Le (V)	7	11	11	7	40
Lea (V)	74	100	103	106	441
Leah (V)	19	43	113	122	380
Lean (V)	6	11	12	11	46
Leana (V)	5	9	3	8	32
Leandra (V)	61	78	54	45	265
Leann (V)	4	0	4	15	29
Leanne (V)	136	190	222	200	843
Lee (V)	4	3	11	17	40
Leena (V)	2	7	3	5	28
Leentje (V)	81	61	61	56	310
Leida (V)	19	21	12	11	76
Leidy (V)	11	9	3	1	34
Leigh (V)	3	10	8	5	32
Leila (V)	93	116	102	129	510
Leilani (V)	5	4	4	9	29
Leintje (V)	13	8	5	6	36
Lejla (V)	16	17	26	38	131
Lela (V)	2	2	10	8	32
Lema (V)	4	8	4	10	35
Len (V)	11	5	5	6	33
Lena (V)	211	221	290	316	1264
Lene (V)	1	1	8	14	37
Leni (V)	6	6	6	9	29
Lenie (V)	30	24	31	30	128
Lenka (V)	7	6	6	13	45
Lenna (V)	4	7	7	16	41
Lenne (V)	7	12	24	36	100
Lenneke (V)	157	89	54	22	401
Lennie (V)	12	9	7	3	41
Lenny (V)	68	46	31	18	205
Lente (V)	3	11	32	99	233
Lenthe (V)	2	3	7	24	76
Leny (V)	20	10	17	6	65
Leona (V)	24	28	24	61	162
Leonarda (V)	88	55	35	14	238
Leone (V)	10	16	9	10	54
Leoni (V)	112	62	30	19	282
Leonie (V)	1692	1178	691	492	4840
Leoniek (V)	10	10	7	5	39
Leonieke (V)	40	32	23	8	122
Leonique (V)	5	8	9	2	30
Leonne (V)	18	11	15	15	72
Leonoor (V)	31	33	39	36	166
Leonora (V)	56	52	43	46	241
Leonore (V)	33	48	33	25	158
Leontien (V)	83	57	20	15	229
Leontina (V)	18	3	4	5	42
Leontine (V)	56	42	35	13	191
Leony (V)	8	13	5	3	33
Leora (V)	5	7	6	7	28
Lesley (V)	241	236	126	59	728
Lesley-Ann (V)	14	5	7	0	32
Leslie (V)	65	86	37	21	231
Lesly (V)	17	10	6	3	40
Leticia (V)	14	9	8	14	64
Letitia (V)	7	7	2	9	34
Leuntje (V)	43	40	33	20	163
Levi (V)	2	12	25	79	142
Levina (V)	33	24	18	22	120
Levy (V)	2	2	12	18	46
Lexi (V)	0	0	16	33	55
Leyla (V)	134	137	94	87	540
Leylâ (V)	30	18	8	2	75
Li (V)	31	30	28	28	136
Lia (V)	52	39	32	21	190
Lian (V)	129	132	134	108	585
Liana (V)	26	21	42	24	142
Lianda (V)	19	29	9	7	74
Liane (V)	63	22	14	7	129
Lianna (V)	6	6	8	8	32
Lianne (V)	992	1028	667	517	3627
Libby (V)	10	14	6	8	46
Lichelle (V)	12	45	24	15	101
Lida (V)	25	28	20	23	111
Lidewei (V)	3	9	10	5	31
Lidewij (V)	66	62	64	45	281
Lidia (V)	26	37	18	9	110
Lidian (V)	11	8	6	5	35
Liduina (V)	15	16	2	1	39
Lidwien (V)	31	19	20	9	89
Lidwina (V)	46	18	6	8	103
Lidwine (V)	2	13	7	2	27
Lidy (V)	34	26	18	12	98
Liedeke (V)	6	6	8	1	27
Liedewij (V)	12	8	10	3	45
Liefke (V)	9	1	6	11	30
Lieke (V)	1262	1375	1437	2183	7943
Lien (V)	5	9	12	18	56
Liena (V)	0	2	10	9	33
Liene (V)	1	4	10	16	38
Lieneke (V)	99	68	68	35	322
Lienke (V)	25	18	18	14	84
Lies (V)	36	42	50	55	223
Liesanne (V)	17	35	28	11	97
Liesbeth (V)	244	156	84	48	689
Liese (V)	8	17	13	26	78
Lieselot (V)	7	17	7	19	61
Lieselotte (V)	25	51	51	34	192
Liesje (V)	10	14	10	7	49
Lieske (V)	24	28	16	18	108
Lieuwkje (V)	14	8	10	10	47
Lieve (V)	35	63	156	364	919
Lieveke (V)	12	11	8	8	47
Lieze (V)	4	3	8	11	35
Lijntje (V)	40	25	45	31	162
Lijsje (V)	16	14	9	16	66
Lika (V)	0	1	8	16	33
Lila (V)	2	10	17	37	84
Lili (V)	11	21	14	26	95
Lilia (V)	6	6	7	18	52
Lilian (V)	320	339	200	107	1110
Liliana (V)	36	17	12	13	97
Liliane (V)	29	23	12	4	76
Lilianne (V)	17	17	19	9	74
Lilith (V)	7	5	2	10	30
Lilli (V)	2	3	9	14	36
Lillian (V)	43	61	33	37	201
Lilly (V)	14	43	45	69	203
Lily (V)	27	64	88	138	374
Lima (V)	7	7	5	13	40
Lin (V)	23	31	35	38	162
Lina (V)	80	86	161	353	1041
Lincy (V)	59	64	61	41	254
Linda (V)	5552	2900	1284	639	13474
Linde (V)	156	265	398	544	1751
Lindey (V)	2	7	5	8	28
Lindi (V)	19	24	32	28	118
Lindsay (V)	426	417	255	156	1478
Lindsey (V)	287	482	316	299	1608
Lindsy (V)	44	19	15	16	129
Lindy (V)	283	334	201	138	1059
Line (V)	10	11	8	22	61
Lineke (V)	44	38	26	25	164
Linet (V)	8	8	7	11	40
Linette (V)	19	27	11	27	100
Ling (V)	12	3	11	11	42
Linn (V)	18	28	47	103	269
Linne (V)	0	6	7	14	46
Linsey (V)	189	382	235	94	961
Linsy (V)	15	19	18	15	78
Liona (V)	19	19	25	20	95
Lionne (V)	16	16	9	8	64
Liora (V)	7	18	16	10	57
Lis (V)	16	16	28	44	130
Lisa (V)	1277	5045	5286	4402	17578
Lisa-Marie (V)	9	18	19	16	67
Lisan (V)	57	172	151	81	496
Lisandra (V)	14	8	6	4	34
Lisanna (V)	4	8	15	17	48
Lisanne (V)	1346	2504	2460	1392	8187
Lise (V)	92	194	202	325	1004
Liselore (V)	28	38	7	11	96
Liselot (V)	31	71	76	110	350
Liselotte (V)	226	333	260	230	1208
Lisenka (V)	7	12	15	12	53
Liset (V)	93	109	70	50	361
Lisette (V)	1312	1090	574	251	3803
Liske (V)	13	4	3	3	29
Lissa (V)	14	46	38	38	149
Lisse (V)	2	14	19	14	57
Lissy (V)	25	27	23	21	109
Liv (V)	9	14	39	193	471
Livia (V)	21	27	47	98	261
Liz (V)	49	127	145	247	752
Liza (V)	165	624	323	290	1554
Lizan (V)	6	37	26	20	98
Lizanne (V)	53	89	64	43	282
Lize (V)	40	79	55	126	396
Lizelotte (V)	3	6	5	15	40
Lizet (V)	39	45	29	14	141
Lizette (V)	85	66	39	30	257
Lizz (V)	7	13	8	14	59
Lizzie (V)	7	13	9	23	71
Lizzy (V)	191	343	276	307	1329
Lobke (V)	83	150	226	167	717
Lobna (V)	10	7	5	4	30
Loeka (V)	4	8	24	38	85
Loeke (V)	7	8	10	18	57
Loeki (V)	6	16	11	18	62
Loekie (V)	8	13	19	21	69
Loena (V)	0	0	7	18	31
Loes (V)	918	1009	804	622	3907
Loesje (V)	27	20	10	4	71
Lois (V)	26	144	257	366	925
Lok (V)	4	8	11	2	28
Lola (V)	17	68	210	370	866
Lolita (V)	5	10	3	9	34
Lolkje (V)	14	9	5	7	43
Lone (V)	5	5	9	10	38
Lonne (V)	9	24	45	52	160
Lonneke (V)	479	422	410	337	1915
Lora (V)	2	16	18	27	82
Lorain (V)	9	7	6	9	33
Loraine (V)	93	126	104	51	416
Loran (V)	0	7	13	9	32
Lore (V)	5	9	12	13	51
Loredana (V)	8	15	7	6	42
Loreen (V)	9	11	15	11	54
Loren (V)	3	11	17	20	55
Lorena (V)	49	62	90	115	370
Lorenza (V)	4	11	18	14	55
Loretta (V)	19	41	33	6	106
Lorette (V)	17	15	5	1	41
Lori (V)	28	31	29	21	125
Lorijn (V)	3	6	10	10	30
Lorin (V)	6	8	11	20	51
Lorna (V)	2	6	9	11	34
Lorraine (V)	84	99	84	52	357
Lot (V)	17	31	73	167	367
Lotje (V)	28	25	52	47	181
Lotta (V)	8	8	44	68	164
Lotte (V)	1539	2390	3436	3665	12772
Lotti (V)	4	9	10	2	31
Lottie (V)	13	8	11	4	51
Lotty (V)	9	8	3	3	31
Lotus (V)	11	10	34	89	193
Lou (V)	2	4	12	21	51
Loubna (V)	135	127	232	173	760
Louella (V)	21	10	6	4	53
Louelle (V)	3	12	11	11	41
Louisa (V)	124	150	128	110	613
Louise (V)	467	553	592	536	2564
Louiza (V)	27	13	13	25	99
Louka (V)	0	4	12	18	38
Louke (V)	1	6	6	9	31
Loulou (V)	9	32	31	33	127
Loura (V)	9	4	4	4	30
Lourdes (V)	3	3	7	19	38
Lourina (V)	6	7	8	9	38
Loïs (V)	22	192	502	707	1767
Luana (V)	10	22	21	31	123
Lubertha (V)	7	9	3	7	36
Lubna (V)	8	8	2	3	33
Luca (V)	25	114	296	325	851
Lucca (V)	1	9	28	14	63
Luce (V)	2	3	5	11	28
Lucette (V)	11	6	2	4	27
Lucia (V)	221	180	153	175	872
Luciana (V)	8	17	10	20	73
Lucie (V)	71	58	52	64	313
Lucienne (V)	58	41	22	17	153
Lucille (V)	16	14	21	18	90
Lucinda (V)	112	124	61	16	414
Lucinde (V)	4	7	15	11	41
Luciënne (V)	27	25	25	20	108
Lucky (V)	1	14	13	6	37
Lucretia (V)	9	15	12	6	48
Lucy (V)	68	93	90	138	474
Lucía (V)	1	5	4	12	29
Ludovica (V)	8	6	5	3	30
Ludwina (V)	10	4	3	0	28
Luisa (V)	18	25	31	40	133
Luka (V)	11	70	159	174	453
Luke (V)	4	6	9	12	38
Lulu (V)	3	3	13	15	43
Lummetje (V)	14	7	13	3	43
Luna (V)	5	56	358	1698	2905
Lune (V)	6	14	21	57	125
Lusanne (V)	18	14	12	9	62
Lutske (V)	30	30	18	13	115
Luuke (V)	0	3	6	14	30
Luus (V)	1	1	9	19	36
Luz (V)	12	12	9	12	59
Lyan (V)	22	38	41	27	148
Lyanne (V)	66	83	78	72	353
Lycke (V)	6	3	5	5	28
Lydia (V)	455	374	286	226	1641
Lydian (V)	10	3	9	2	31
Lydie (V)	14	16	4	3	41
Lyke (V)	6	17	17	14	65
Lyn (V)	3	8	14	10	41
Lynda (V)	8	7	10	4	33
Lyndsey (V)	8	3	4	5	33
Lynette (V)	25	44	19	22	121
Lynn (V)	176	581	839	1299	3596
Lynne (V)	16	19	12	25	80
Lynsey (V)	11	16	3	4	42
Lysan (V)	3	16	4	9	35
Lysanne (V)	156	261	189	129	791
Lysbeth (V)	17	7	9	3	43
Lysette (V)	28	24	21	9	91
Léa (V)	2	0	11	10	28
Léanne (V)	7	5	6	6	29
Léonie (V)	47	45	18	9	146
Maaike (V)	2146	1928	1969	1597	8968
